response_id,participant_id,is_spam,question_index,map_id,layout_a_id,layout_b_id,map_a_layout_id,map_b_layout_id,chosen_map,chosen_layout_id,other_layout_id,reason_codes,reason_labels,reason_text
response_000012,participant_000012,false,2,map_2,layout_2,layout_4,map_2_layout_2,map_2_layout_4,mapB,map_2_layout_4,map_2_layout_2,2,The distribution inside districts,
response_000012,participant_000012,false,3,map_3,layout_3,layout_1,map_3_layout_3,map_3_layout_1,mapB,map_3_layout_1,map_3_layout_3,2,The distribution inside districts,
response_000012,participant_000012,false,4,map_4,layout_0,layout_1,map_4_layout_0,map_4_layout_1,mapB,map_4_layout_1,map_4_layout_0,2,The distribution inside districts,
response_000013,participant_000013,false,0,map_0,layout_1,layout_2,map_0_layout_1,map_0_layout_2,mapA,map_0_layout_1,map_0_layout_2,0,The shape of the districts,no
response_000013,participant_000013,false,1,map_1,layout_0,layout_3,map_1_layout_0,map_1_layout_3,mapA,map_1_layout_0,map_1_layout_3,0,The shape of the districts,no
response_000013,participant_000013,false,2,map_2,layout_0,layout_2,map_2_layout_0,map_2_layout_2,mapA,map_2_layout_0,map_2_layout_2,0,The shape of the districts,no
response_000013,participant_000013,false,3,map_3,layout_0,layout_3,map_3_layout_0,map_3_layout_3,mapA,map_3_layout_0,map_3_layout_3,2,The distribution inside districts,no
response_000013,participant_000013,false,4,map_4,layout_3,layout_4,map_4_layout_3,map_4_layout_4,mapA,map_4_layout_3,map_4_layout_4,1,The winner of election,no
response_000014,participant_000014,false,0,map_0,layout_0,layout_1,map_0_layout_0,map_0_layout_1,mapA,map_0_layout_0,map_0_layout_1,0,The shape of the districts,NO
response_000014,participant_000014,false,1,map_1,layout_1,layout_0,map_1_layout_1,map_1_layout_0,mapB,map_1_layout_0,map_1_layout_1,1,The winner of election,NOTHING
response_000014,participant_000014,false,2,map_2,layout_4,layout_1,map_2_layout_4,map_2_layout_1,mapB,map_2_layout_1,map_2_layout_4,2,The distribution inside districts,NO
response_000014,participant_000014,false,3,map_3,layout_2,layout_3,map_3_layout_2,map_3_layout_3,mapA,map_3_layout_2,map_3_layout_3,1,The winner of election,NONE
response_000014,participant_000014,false,4,map_4,layout_0,layout_3,map_4_layout_0,map_4_layout_3,mapB,map_4_layout_3,map_4_layout_0,0,The shape of the districts,NOPE
response_000015,participant_000015,false,0,map_0,layout_3,layout_2,map_0_layout_3,map_0_layout_2,mapA,map_0_layout_3,map_0_layout_2,1,The winner of election,
response_000015,participant_000015,false,1,map_1,layout_1,layout_3,map_1_layout_1,map_1_layout_3,mapB,map_1_layout_3,map_1_layout_1,0,The shape of the districts,
response_000015,participant_000015,false,2,map_2,layout_0,layout_1,map_2_layout_0,map_2_layout_1,mapB,map_2_layout_1,map_2_layout_0,2,The distribution inside districts,
response_000015,participant_000015,false,3,map_3,layout_3,layout_0,map_3_layout_3,map_3_layout_0,mapA,map_3_layout_3,map_3_layout_0,1,The winner of election,
response_000015,participant_000015,false,4,map_4,layout_0,layout_1,map_4_layout_0,map_4_layout_1,mapB,map_4_layout_1,map_4_layout_0,1,The winner of election,
response_000016,participant_000016,false,0,map_0,layout_2,layout_1,map_0_layout_2,map_0_layout_1,mapA,map_0_layout_2,map_0_layout_1,2,The distribution inside districts,no.
response_000016,participant_000016,false,1,map_1,layout_2,layout_1,map_1_layout_2,map_1_layout_1,mapA,map_1_layout_2,map_1_layout_1,2,The distribution inside districts,no
response_000016,participant_000016,false,2,map_2,layout_0,layout_3,map_2_layout_0,map_2_layout_3,mapA,map_2_layout_0,map_2_layout_3,2,The distribution inside districts,no
response_000016,participant_000016,false,3,map_3,layout_2,layout_1,map_3_layout_2,map_3_layout_1,mapA,map_3_layout_2,map_3_layout_1,0,The shape of the districts,no
response_000016,participant_000016,false,4,map_4,layout_1,layout_3,map_4_layout_1,map_4_layout_3,mapA,map_4_layout_1,map_4_layout_3,2,The distribution inside districts,no
response_000017,participant_000017,false,0,map_0,layout_0,layout_3,map_0_layout_0,map_0_layout_3,mapA,map_0_layout_0,map_0_layout_3,0,The shape of the districts,
response_000017,participant_000017,false,1,map_1,layout_3,layout_4,map_1_layout_3,map_1_layout_4,mapB,map_1_layout_4,map_1_layout_3,0|1,The shape of the districts|The winner of election,
response_000017,participant_000017,false,2,map_2,layout_0,layout_4,map_2_layout_0,map_2_layout_4,mapA,map_2_layout_0,map_2_layout_4,0,The shape of the districts,
response_000017,participant_000017,false,3,map_3,layout_4,layout_2,map_3_layout_4,map_3_layout_2,mapA,map_3_layout_4,map_3_layout_2,0,The shape of the districts,
response_000017,participant_000017,false,4,map_4,layout_3,layout_1,map_4_layout_3,map_4_layout_1,mapA,map_4_layout_3,map_4_layout_1,0,The shape of the districts,
response_000018,participant_000018,false,0,map_0,layout_2,layout_0,map_0_layout_2,map_0_layout_0,mapA,map_0_layout_2,map_0_layout_0,0,The shape of the districts,"They are- title, direction, legend(symbols), north areas, distance(scale), labels, grids and index, citation – which make it easier for people like us to understand the basic components of maps."
response_000018,participant_000018,false,1,map_1,layout_2,layout_1,map_1_layout_2,map_1_layout_1,mapB,map_1_layout_1,map_1_layout_2,0,The shape of the districts,"They are- title, direction, legend(symbols), north areas, distance(scale), labels, grids and index, citation – which make it easier for people like us to understand the basic components of maps.12-Jul-2020"
response_000018,participant_000018,false,2,map_2,layout_0,layout_4,map_2_layout_0,map_2_layout_4,mapA,map_2_layout_0,map_2_layout_4,0,The shape of the districts,"They are- title, direction, legend(symbols), north areas, distance(scale), labels, grids and index, citation – which make it easier for people like us to understand the basic components of maps"
response_000018,participant_000018,false,3,map_3,layout_1,layout_2,map_3_layout_1,map_3_layout_2,mapB,map_3_layout_2,map_3_layout_1,0,The shape of the districts,"They are- title, direction, legend(symbols), north areas, distance(scale), labels, grids and index, citation – which make it easier for people like us to understand the basic components of maps."
response_000018,participant_000018,false,4,map_4,layout_2,layout_3,map_4_layout_2,map_4_layout_3,mapA,map_4_layout_2,map_4_layout_3,1,The winner of election,"They are- title, direction, legend(symbols), north areas, distance(scale), labels, grids and index, citation – which make it easier for people like us to understand the basic components of maps."
response_000019,participant_000019,false,0,map_0,layout_3,layout_4,map_0_layout_3,map_0_layout_4,mapA,map_0_layout_3,map_0_layout_4,0,The shape of the districts,none
response_000019,participant_000019,false,1,map_1,layout_1,layout_4,map_1_layout_1,map_1_layout_4,mapB,map_1_layout_4,map_1_layout_1,1,The winner of election,none
response_000019,participant_000019,false,2,map_2,layout_3,layout_1,map_2_layout_3,map_2_layout_1,mapB,map_2_layout_1,map_2_layout_3,1,The winner of election,no
response_000019,participant_000019,false,3,map_3,layout_3,layout_4,map_3_layout_3,map_3_layout_4,mapB,map_3_layout_4,map_3_layout_3,2,The distribution inside districts,no
response_000019,participant_000019,false,4,map_4,layout_1,layout_2,map_4_layout_1,map_4_layout_2,mapB,map_4_layout_2,map_4_layout_1,2,The distribution inside districts,na
response_000020,participant_000020,false,0,map_0,layout_2,layout_3,map_0_layout_2,map_0_layout_3,mapA,map_0_layout_2,map_0_layout_3,1,The winner of election,"No, everything seems to be fair."
response_000020,participant_000020,false,1,map_1,layout_0,layout_4,map_1_layout_0,map_1_layout_4,mapA,map_1_layout_0,map_1_layout_4,1,The winner of election,Equally fair
response_000020,participant_000020,false,2,map_2,layout_3,layout_4,map_2_layout_3,map_2_layout_4,mapA,map_2_layout_3,map_2_layout_4,1,The winner of election,Completely fair
response_000020,participant_000020,false,3,map_3,layout_2,layout_3,map_3_layout_2,map_3_layout_3,mapA,map_3_layout_2,map_3_layout_3,1,The winner of election,Reasonably fair
response_000020,participant_000020,false,4,map_4,layout_2,layout_4,map_4_layout_2,map_4_layout_4,mapA,map_4_layout_2,map_4_layout_4,1,The winner of election,Fair and fine
response_000021,participant_000021,false,0,map_0,layout_4,layout_3,map_0_layout_4,map_0_layout_3,mapA,map_0_layout_4,map_0_layout_3,1|2,The winner of election|The distribution inside districts,Equally fair
response_000021,participant_000021,false,1,map_1,layout_3,layout_1,map_1_layout_3,map_1_layout_1,mapA,map_1_layout_3,map_1_layout_1,1|2,The winner of election|The distribution inside districts,Fair enough
response_000021,participant_000021,false,2,map_2,layout_0,layout_3,map_2_layout_0,map_2_layout_3,mapA,map_2_layout_0,map_2_layout_3,1,The winner of election,Completely fair
response_000021,participant_000021,false,3,map_3,layout_3,layout_0,map_3_layout_3,map_3_layout_0,mapA,map_3_layout_3,map_3_layout_0,1,The winner of election,Fair
response_000021,participant_000021,false,4,map_4,layout_3,layout_0,map_4_layout_3,map_4_layout_0,mapA,map_4_layout_3,map_4_layout_0,1,The winner of election,As fair as possible.
response_000022,participant_000022,false,0,map_0,layout_4,layout_2,map_0_layout_4,map_0_layout_2,mapA,map_0_layout_4,map_0_layout_2,0,The shape of the districts,
response_000022,participant_000022,false,1,map_1,layout_1,layout_4,map_1_layout_1,map_1_layout_4,mapB,map_1_layout_4,map_1_layout_1,0,The shape of the districts,
response_000022,participant_000022,false,2,map_2,layout_0,layout_1,map_2_layout_0,map_2_layout_1,mapA,map_2_layout_0,map_2_layout_1,1|0,The winner of election|The shape of the districts,
response_000022,participant_000022,false,3,map_3,layout_3,layout_1,map_3_layout_3,map_3_layout_1,mapB,map_3_layout_1,map_3_layout_3,0|1,The shape of the districts|The winner of election,
response_000022,participant_000022,false,4,map_4,layout_2,layout_3,map_4_layout_2,map_4_layout_3,mapA,map_4_layout_2,map_4_layout_3,0|1,The shape of the districts|The winner of election,
response_000023,participant_000023,false,0,map_0,layout_2,layout_3,map_0_layout_2,map_0_layout_3,mapA,map_0_layout_2,map_0_layout_3,2,The distribution inside districts,Not that I notice
response_000023,participant_000023,false,1,map_1,layout_0,layout_2,map_1_layout_0,map_1_layout_2,mapB,map_1_layout_2,map_1_layout_0,2,The distribution inside districts,Just the distribution of colors
response_000023,participant_000023,false,2,map_2,layout_4,layout_0,map_2_layout_4,map_2_layout_0,mapB,map_2_layout_0,map_2_layout_4,2,The distribution inside districts,Neither is very even but b is closer
response_000023,participant_000023,false,3,map_3,layout_1,layout_2,map_3_layout_1,map_3_layout_2,mapB,map_3_layout_2,map_3_layout_1,2,The distribution inside districts,
response_000023,participant_000023,false,4,map_4,layout_3,layout_2,map_4_layout_3,map_4_layout_2,mapA,map_4_layout_3,map_4_layout_2,2,The distribution inside districts,A has two districts that look to change parties due to the lines where B has only one
response_000024,participant_000024,false,0,map_0,layout_2,layout_3,map_0_layout_2,map_0_layout_3,mapB,map_0_layout_3,map_0_layout_2,0,The shape of the districts,
response_000024,participant_000024,false,1,map_1,layout_2,layout_0,map_1_layout_2,map_1_layout_0,mapA,map_1_layout_2,map_1_layout_0,1|2,The winner of election|The distribution inside districts,
response_000024,participant_000024,false,2,map_2,layout_2,layout_4,map_2_layout_2,map_2_layout_4,mapA,map_2_layout_2,map_2_layout_4,0,The shape of the districts,
response_000024,participant_000024,false,3,map_3,layout_2,layout_4,map_3_layout_2,map_3_layout_4,mapB,map_3_layout_4,map_3_layout_2,0|2,The shape of the districts|The distribution inside districts,
response_000024,participant_000024,false,4,map_4,layout_3,layout_0,map_4_layout_3,map_4_layout_0,mapA,map_4_layout_3,map_4_layout_0,2,The distribution inside districts,
response_000025,participant_missing,false,0,map_0,layout_0,layout_4,map_0_layout_0,map_0_layout_4,mapA,map_0_layout_0,map_0_layout_4,1,The winner of election,It is more fair.
response_000025,participant_missing,false,1,map_1,layout_0,layout_2,map_1_layout_0,map_1_layout_2,mapA,map_1_layout_0,map_1_layout_2,2,The distribution inside districts,It is more fair.
response_000025,participant_missing,false,2,map_2,layout_1,layout_0,map_2_layout_1,map_2_layout_0,mapA,map_2_layout_1,map_2_layout_0,0,The shape of the districts,It is more fair.
response_000025,participant_missing,false,3,map_3,layout_0,layout_3,map_3_layout_0,map_3_layout_3,mapA,map_3_layout_0,map_3_layout_3,1,The winner of election,Iit is more fair
response_000025,participant_missing,false,4,map_4,layout_2,layout_0,map_4_layout_2,map_4_layout_0,mapA,map_4_layout_2,map_4_layout_0,2,The distribution inside districts,It is more fair.
response_000026,participant_000025,false,0,map_0,layout_3,layout_4,map_0_layout_3,map_0_layout_4,mapB,map_0_layout_4,map_0_layout_3,0,The shape of the districts,
response_000026,participant_000025,false,1,map_1,layout_2,layout_0,map_1_layout_2,map_1_layout_0,mapB,map_1_layout_0,map_1_layout_2,1,The winner of election,
response_000026,participant_000025,false,2,map_2,layout_3,layout_2,map_2_layout_3,map_2_layout_2,mapA,map_2_layout_3,map_2_layout_2,0,The shape of the districts,
response_000026,participant_000025,false,3,map_3,layout_2,layout_4,map_3_layout_2,map_3_layout_4,mapA,map_3_layout_2,map_3_layout_4,0,The shape of the districts,
response_000026,participant_000025,false,4,map_4,layout_0,layout_4,map_4_layout_0,map_4_layout_4,mapB,map_4_layout_4,map_4_layout_0,2,The distribution inside districts,
response_000027,participant_000026,false,0,map_0,layout_2,layout_4,map_0_layout_2,map_0_layout_4,mapA,map_0_layout_2,map_0_layout_4,2|0|1,The distribution inside districts|The shape of the districts|The winner of election,Based on the city votes leads me to choose like that.
response_000027,participant_000026,false,1,map_1,layout_2,layout_1,map_1_layout_2,map_1_layout_1,mapA,map_1_layout_2,map_1_layout_1,0|2,The shape of the districts|The distribution inside districts,It equally distribute their districts in a perfect manner.
response_000027,participant_000026,false,2,map_2,layout_2,layout_4,map_2_layout_2,map_2_layout_4,mapA,map_2_layout_2,map_2_layout_4,2|0,The distribution inside districts|The shape of the districts,In all districts same amount of vote has been registered.
response_000027,participant_000026,false,3,map_3,layout_4,layout_3,map_3_layout_4,map_3_layout_3,mapB,map_3_layout_3,map_3_layout_4,0|2,The shape of the districts|The distribution inside districts,Nope
response_000027,participant_000026,false,4,map_4,layout_2,layout_3,map_4_layout_2,map_4_layout_3,mapA,map_4_layout_2,map_4_layout_3,0|2|1,The shape of the districts|The distribution inside districts|The winner of election,No
response_000028,participant_000027,false,0,map_0,layout_1,layout_0,map_0_layout_1,map_0_layout_0,mapA,map_0_layout_1,map_0_layout_0,0,The shape of the districts,
response_000028,participant_000027,false,1,map_1,layout_4,layout_3,map_1_layout_4,map_1_layout_3,mapB,map_1_layout_3,map_1_layout_4,2,The distribution inside districts,
response_000028,participant_000027,false,2,map_2,layout_2,layout_1,map_2_layout_2,map_2_layout_1,mapB,map_2_layout_1,map_2_layout_2,0,The shape of the districts,
response_000028,participant_000027,false,3,map_3,layout_3,layout_4,map_3_layout_3,map_3_layout_4,mapB,map_3_layout_4,map_3_layout_3,0,The shape of the districts,
response_000028,participant_000027,false,4,map_4,layout_4,layout_2,map_4_layout_4,map_4_layout_2,mapA,map_4_layout_4,map_4_layout_2,1,The winner of election,
response_000029,participant_000028,false,0,map_0,layout_2,layout_1,map_0_layout_2,map_0_layout_1,mapA,map_0_layout_2,map_0_layout_1,0,The shape of the districts,
response_000029,participant_000028,false,1,map_1,layout_4,layout_2,map_1_layout_4,map_1_layout_2,mapA,map_1_layout_4,map_1_layout_2,0,The shape of the districts,Nothing map a is district map better then map b
response_000029,participant_000028,false,2,map_2,layout_0,layout_1,map_2_layout_0,map_2_layout_1,mapA,map_2_layout_0,map_2_layout_1,0,The shape of the districts,Map a is good
response_000029,participant_000028,false,3,map_3,layout_4,layout_1,map_3_layout_4,map_3_layout_1,mapA,map_3_layout_4,map_3_layout_1,0,The shape of the districts,Map a is better
response_000029,participant_000028,false,4,map_4,layout_4,layout_2,map_4_layout_4,map_4_layout_2,mapA,map_4_layout_4,map_4_layout_2,0,The shape of the districts,Map a district allocated is better
response_000030,participant_000029,false,0,map_0,layout_3,layout_4,map_0_layout_3,map_0_layout_4,mapA,map_0_layout_3,map_0_layout_4,2|0,The distribution inside districts|The shape of the districts,"I think neither seem particularly well drawn, but A's distribution matches the city's overall voting more closely."
response_000030,participant_000029,false,1,map_1,layout_0,layout_2,map_1_layout_0,map_1_layout_2,mapA,map_1_layout_0,map_1_layout_2,2,The distribution inside districts,It seems grouped more equally and into neighborhoods that make sense.
response_000030,participant_000029,false,2,map_2,layout_1,layout_2,map_2_layout_1,map_2_layout_2,mapB,map_2_layout_2,map_2_layout_1,0,The shape of the districts,The bigger chunks is all I noticed as different really.
response_000030,participant_000029,false,3,map_3,layout_0,layout_4,map_3_layout_0,map_3_layout_4,mapB,map_3_layout_4,map_3_layout_0,0,The shape of the districts,"I wish the top two corners were divided exactly like the bottom half, but at least it's closer to being randomly split to be fair."
response_000030,participant_000029,false,4,map_4,layout_2,layout_0,map_4_layout_2,map_4_layout_0,mapB,map_4_layout_0,map_4_layout_2,0,The shape of the districts,I like the more straightforward sections.
response_000031,participant_000030,false,0,map_0,layout_0,layout_3,map_0_layout_0,map_0_layout_3,mapA,map_0_layout_0,map_0_layout_3,1,The winner of election,I THINK ITS MORE
response_000031,participant_000030,false,1,map_1,layout_4,layout_3,map_1_layout_4,map_1_layout_3,mapB,map_1_layout_3,map_1_layout_4,1,The winner of election,I THINK LESS
response_000031,participant_000030,false,2,map_2,layout_4,layout_3,map_2_layout_4,map_2_layout_3,mapA,map_2_layout_4,map_2_layout_3,0,The shape of the districts,I THINK LESS
response_000031,participant_000030,false,3,map_3,layout_2,layout_3,map_3_layout_2,map_3_layout_3,mapA,map_3_layout_2,map_3_layout_3,1,The winner of election,LESS
response_000031,participant_000030,false,4,map_4,layout_2,layout_0,map_4_layout_2,map_4_layout_0,mapA,map_4_layout_2,map_4_layout_0,1,The winner of election,MORE
response_000032,participant_000031,false,0,map_0,layout_4,layout_0,map_0_layout_4,map_0_layout_0,mapA,map_0_layout_4,map_0_layout_0,0,The shape of the districts,
response_000032,participant_000031,false,1,map_1,layout_4,layout_1,map_1_layout_4,map_1_layout_1,mapB,map_1_layout_1,map_1_layout_4,0,The shape of the districts,
